address,within_academy,#_of_academy_within,within_education_centres,#_of_education_centres_within,within_highschool,#_of_highschool_within,within_elementary school,#_of_elementary school_within,within_college,#_of_college_within,within_learning centre,#_of_learning centre_within,within_university,#_of_university_within,within_subway_station,#_of_subway_station_within,within_cemetery,#_of_cemetery_within,within_green_space,#_of_green_space_within
2-kestell-lane,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
382-crawford-street,1,1,1,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,10
129-lansdowne-avenue,0,0,1,5,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,11
5-farley-cres,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
140-robina-avenue,0,0,1,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
95-eileen-avenue,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
566-crawford-street,1,1,1,4,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,11
443-concord-avenue,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,1,0,0,1,9
144-rosemount-avenue,0,0,1,2,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
51-bartel-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6
88-apache-trail,1,1,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
166-eileen-avenue,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
9-sylvan-valleyway,1,1,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,6
62-birkdale-road,1,1,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,2
827-millwood-road,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,4
121-dunblaine-avenue,0,0,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
144-rosemount-avenue,0,0,1,2,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
144-rosemount-avenue,0,0,1,2,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
34-crayford-drive,1,4,0,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,2
144-rosemount-avenue,0,0,1,2,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
24-sandwell-drive,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4
554-westmount-avenue,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
26-poulett-street,0,0,1,3,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,16
75-chryessa-avenue,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,13
73-greendale-avenue,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,9
225-willowridge-road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5
7-weetwood-street,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
217-ronan-avenue,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4
44-lynch-road,0,0,1,1,1,1,1,5,0,0,0,0,0,0,0,0,1,1,1,7
113-denton-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,10
88-uno-drive,1,1,1,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,5
92-hepscott-terrace,1,1,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,6
66-blue-eagle-trail,1,1,1,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2
222-northwood-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
28-monarchdale-avenue,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
63-madelaine-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,10
167-belgravia-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
144-laurel-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,1,1,1,2,1,4
27-oakridge-drive,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,2
78-dunmail-drive,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,4
39-hillfarm-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
23-kendleton-drive,1,1,1,7,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,5
1283-pharmacy-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
43-riverhead-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
53-challenger-court,0,0,1,1,0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,2
109-king-street,1,2,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
239-shaughnessy-boulevard,0,0,1,2,1,2,1,6,0,0,0,0,0,0,0,0,0,0,1,8
72-tidefall-drive,0,0,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,5
552-mclevin-avenue,1,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
25-katrina-court,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,8
100-elmwood-avenue,1,5,1,3,1,3,1,1,1,3,0,0,0,0,1,2,0,0,1,12
25-muirdale-avenue,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
24-caribou-road,1,1,1,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,6
101-fenside-drive,1,1,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,1,5
22-salisbury-avenue,0,0,1,1,0,0,1,5,1,1,0,0,0,0,1,1,1,2,1,12
44-mcbride-lane,1,2,1,1,1,3,1,2,1,1,0,0,0,0,1,1,1,2,1,20
56-greybeaver-trail,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
139-wolseley-street,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,11
16-alderbrook-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
21-gardentree-street,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,6
505-st-germain-avenue,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
25-morning-gloryway,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
498-hounslow-avenue,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8
11-fletcher-place,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
89-jarwick-drive,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
82-ainsdale-road,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1
80-crayford-drive,1,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2
9-gunton-drive,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
53-sunnycrest-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
4-bridgewater-road,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,11
28-summerglade-drive,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,4
151-westbourne-avenue,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,3
255-lansdowne-avenue,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
174-windermere-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,12
64-brookhaven-drive,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
10-radwinter-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
71-hazelton-avenue,1,3,1,4,0,0,1,2,0,0,0,0,0,0,1,5,0,0,1,23
265-yonge-boulevard,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
36-crestview-road,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,4,1,3
251-sixth-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
6-tettenhall-road,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
351-hillcrest-avenue,0,0,1,2,1,1,1,2,0,0,0,0,0,0,1,1,0,0,1,8
146-tecumseth-street,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,15
79-donegall-drive,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,6
56-lakeview-avenue,1,1,1,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9
45-bradstone-square,1,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
4-fernside-court,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
45-lambeth-square,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2
37-pamcrest-drive,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,8
178-dunraven-drive,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
216-evelyn-avenue,1,1,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
312-derrydown-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
155-deerhide-cres,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
413-beresford-avenue,1,1,1,6,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,8
96-brule-gardens,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,10
21-erie-street,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
192-nairn-avenue,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,1,1,1,5
302-rimilton-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
22-chesham-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
95-robbinstone-drive,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2
163-highgate-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
5-doddington-drive,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,10
18-stoneham-road,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3-glasgow-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
38-sonmore-drive,0,0,1,5,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,2
22-sombrero-court,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
33-ambleside-avenue,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
11-homedale-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,2
10-meteor-drive,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
100-bonnyview-drive,1,1,1,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,10
70-shier-drive,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
608-huntingwood-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1
134-burndale-avenue,1,3,1,2,1,2,1,1,1,2,0,0,0,0,1,2,1,2,1,9
102-kitchener-road,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,6
9-sepia-drive,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,7
80-kersdale-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
148-pandora-circle,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
136-belgravia-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
17-chimney-swift-court,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
158-william-duncan-road,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,2
21-wardencourt-drive,0,0,1,1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,1,3
430-bedford-park-avenue,1,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10
161-divadale-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61-longboat-avenue,0,0,1,4,0,0,1,4,1,3,0,0,0,0,0,0,0,0,1,11
21-sunset-trail,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4
13-donnybrook-lane,0,0,1,3,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,6
23-bellefontaine-street,1,1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,5
14-corvette-avenue,1,1,1,3,0,0,1,3,0,0,0,0,0,0,1,1,1,2,1,3
327-aylesworth-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
84-collingsbrook-boulevard,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4
26-revcoe-drive,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
165-broadlands-boulevard,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,1,1,1,4
72-burrows-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
36-shore-breeze-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,9
83-fanfare-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
87-chartwell-road,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
29-habitant-drive,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
69-martindale-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,7
54-james-street,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
7-caulfield-road,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
76-riverhead-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
68-gilroy-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
73-rangoon-road,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2
45-waringstown-drive,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
17-bertram-street,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
97-lyndhurst-avenue,1,1,1,3,1,1,1,1,1,2,0,0,0,0,1,2,0,0,1,14
23-morning-dew-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
51-blueberry-drive,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
148-linden-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
19-kimbermount-drive,1,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,4
47-debby-court,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,13
26-avonhurst-road,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,4
138-brimwood-boulevard,0,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,2
387-berkeley-street,0,0,1,2,0,0,1,5,1,2,0,0,0,0,0,0,0,0,1,12
52-bathgate-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
22-john-best-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
15-hawthorn-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,11
98-cultra-square,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,3
205-horsham-avenue,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,8
46-harvie-avenue,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,1,7
46-third-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
5-larwood-boulevard,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,6
70-morning-dew-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
63-greensides-avenue,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,10
168-ellis-park-road,1,1,1,5,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,8
272-harvie-avenue,0,0,1,2,0,0,1,4,1,1,0,0,0,0,0,0,1,2,1,6
42-springhurst-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,11
118-mulock-avenue,0,0,1,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,11
50-fifeshire-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
51-alameda-avenue,0,0,1,5,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,7
101-conference-boulevard,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6
22-lambrinos-lane,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
156-sumach-street,0,0,1,2,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,21
74-bellwoods-avenue,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,9
14-montye-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
95-fawcett-trail,1,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
52-bernick-road,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
74-william-cragg-drive,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,11
6-fairland-road,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
345-burrows-hall-boulevard,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
121-shanly-street,0,0,1,2,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,11
5-belyea-cres,1,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,3
5-spring-forest-gate,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
83-st-clarens-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
3-logwood-court,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
33-avon-avenue,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
204-ellerslie-avenue,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,10
180-dovercourt-road,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,14
439-soudan-avenue,0,0,1,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,6
4-amherst-avenue,0,0,1,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
71-palmerston-avenue,0,0,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,12
430-lanor-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
290-silver-birch-avenue,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,6
19-lenthall-avenue,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2
259-hollywood-avenue,1,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,6
25-moorefield-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
22-schubert-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
170-hillside-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,9
395-cook-road,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,8
72-concord-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,11
63-odoardo-di-santo-circle,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
50-dunmail-drive,1,1,1,1,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,4
37-bartel-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
38-irvington-cres,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,3,1,10
61-eastport-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
64-broomfield-drive,0,0,1,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,1,4
168-lansdowne-avenue,0,0,1,5,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,11
1-patika-avenue,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
91-glen-agar-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
69-amherst-avenue,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
24-deeside-court,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
69-forman-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,4,1,7
23-linden-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
401-hollywood-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,10
6-edwalter-avenue,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
544-runnymede-road,1,1,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,7
43-sophia-drive,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
37-huntington-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
33-lessard-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,8
242-livingston-road,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,7
41-moore-park-avenue,1,2,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3
22-adanac-drive,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,7
270-hidden-trail,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
36-eringate-drive,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3
36-collahie-street,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,7
11-southampton-drive,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
153-bedford-park-avenue,1,1,1,2,0,0,1,4,1,2,0,0,0,0,1,1,0,0,1,6
74-athol-avenue,1,1,1,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,5
11-sneath-avenue,1,1,1,1,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,8
32-anticosti-drive,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
106-tecumseth-street,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,15
7-yvonne-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
25-knowlton-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6
155-gamma-street,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
65-marsh-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
75-shields-avenue,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,4,1,4
4-princeway-drive,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,1,1,1,3
133-chapman-road,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
53-valley-stream-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
16-guildpark-pathway,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,5
845-dovercourt-road,0,0,1,3,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,9
32-page-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
43-mulock-avenue,0,0,1,2,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,10
66-laurentide-drive,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4
5-trailside-drive,0,0,1,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,6
17-caddy-drive,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
109-garden-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,10
20-winston-avenue,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,9
957-danforth-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
19-embro-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4
136-times-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
219-bedford-park-avenue,1,1,1,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,8
490-markham-street,0,0,1,6,0,0,1,5,1,4,0,0,0,0,1,2,0,0,1,13
35-shadwick-drive,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
56-brampton-road,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,5
25-acorn-avenue,0,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
40-medford-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
2303-st-clair-ave-w,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
198-st-clarens-avenue,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
4-bellevue-avenue,1,1,1,5,1,2,1,6,1,1,0,0,0,0,0,0,0,0,1,12
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
138-hatherley-road,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,5
2-lynch-road,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
58-morningside-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
68-harvie-avenue,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,1,7
25-markland-drive,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5
1212-brimley-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
41-ambleside-avenue,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
12-foxwarren-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,11
37-olive-avenue,0,0,1,3,0,0,1,2,1,5,0,0,0,0,1,2,0,0,1,14
159-emerson-avenue,0,0,1,2,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,12
